Transaction_ID,Payment_Method
TXN07580,Credit Card
TXN07581,Cash
TXN07582,Credit Card
TXN07583,Credit Card
TXN07584,Credit Card
TXN07585,Credit Card
TXN07586,Cash
TXN07587,Cash
TXN07588,Credit Card
TXN07589,Bank Transfer
TXN07590,Bank Transfer
TXN07591,Credit Card
TXN07592,Bank Transfer
TXN07593,Cash
TXN07594,Credit Card
TXN07595,Bank Transfer
TXN07596,Bank Transfer
TXN07597,Bank Transfer
TXN07598,Bank Transfer
TXN07599,Cash
TXN07600,Bank Transfer
TXN07601,Bank Transfer
TXN07602,Cash
TXN07603,Bank Transfer
TXN07604,Cash
TXN07605,Credit Card
TXN07606,Bank Transfer
TXN07607,Credit Card
TXN07608,Cash
TXN07609,Credit Card
TXN07610,Bank Transfer
TXN07611,Cash
TXN07612,Cash
TXN07613,Bank Transfer
TXN07614,Credit Card
TXN07615,Cash
TXN07616,Credit Card
TXN07617,Cash
TXN07618,Credit Card
TXN07619,Bank Transfer
TXN07620,Cash
TXN07621,Cash
TXN07622,Bank Transfer
TXN07623,Bank Transfer
TXN07624,Cash
TXN07625,Bank Transfer
TXN07626,Credit Card
TXN07627,Cash
TXN07628,Credit Card
TXN07629,Credit Card
TXN07630,Cash
TXN07631,Bank Transfer
TXN07632,Cash
TXN07633,Bank Transfer
TXN07634,Credit Card
TXN07635,Cash
TXN07636,Credit Card
TXN07637,Bank Transfer
TXN07638,Bank Transfer
TXN07639,Cash
TXN07640,Bank Transfer
TXN07641,Bank Transfer
TXN07642,Cash
TXN07643,Bank Transfer
TXN07644,Credit Card
TXN07645,Cash
TXN07646,Cash
TXN07647,Credit Card
TXN07648,Credit Card
TXN07649,Cash
TXN07650,Cash
TXN07651,Bank Transfer
TXN07652,Cash
TXN07653,Credit Card
TXN07654,Bank Transfer
TXN07655,Cash
TXN07656,Bank Transfer
TXN07657,Credit Card
TXN07658,Credit Card
TXN07659,Credit Card
TXN07660,Credit Card
TXN07661,Cash
TXN07662,Cash
TXN07663,Cash
TXN07664,Cash
TXN07665,Bank Transfer
TXN07666,Cash
TXN07667,Credit Card
TXN07668,Cash
TXN07669,Credit Card
TXN07670,Cash
TXN07671,Credit Card
TXN07672,Cash
TXN07673,Credit Card
TXN07674,Bank Transfer
TXN07675,Credit Card
TXN07676,Credit Card
TXN07677,Bank Transfer
TXN07678,Cash
TXN07679,Cash
TXN07680,Bank Transfer
TXN07681,Cash
TXN07682,Bank Transfer
TXN07683,Credit Card
TXN07684,Bank Transfer
TXN07685,Credit Card
TXN07686,Credit Card
TXN07687,Cash
TXN07688,Cash
TXN07689,Cash
TXN07690,Credit Card
TXN07691,Cash
TXN07692,Cash
TXN07693,Bank Transfer
TXN07694,Bank Transfer
TXN07695,Credit Card
TXN07696,Credit Card
TXN07697,Credit Card
TXN07698,Bank Transfer
TXN07699,Cash
TXN07700,Credit Card
TXN07701,Credit Card
TXN07702,Credit Card
TXN07703,Cash
TXN07704,Credit Card
TXN07705,Credit Card
TXN07706,Credit Card
TXN07707,Bank Transfer
TXN07708,Cash
TXN07709,Bank Transfer
TXN07710,Cash
TXN07711,Credit Card
TXN07712,Cash
TXN07713,Bank Transfer
TXN07714,Cash
TXN07715,Cash
TXN07716,Credit Card
TXN07717,Bank Transfer
TXN07718,Cash
TXN07719,Cash
TXN07720,Bank Transfer
TXN07721,Cash
TXN07722,Credit Card
TXN07723,Credit Card
TXN07724,Credit Card
TXN07725,Credit Card
TXN07726,Bank Transfer
TXN07727,Cash
TXN07728,Bank Transfer
TXN07729,Credit Card
TXN07730,Cash
TXN07731,Credit Card
TXN07732,Cash
TXN07733,Credit Card
TXN07734,Credit Card
TXN07735,Bank Transfer
TXN07736,Cash
TXN07737,Cash
TXN07738,Cash
TXN07739,Cash
TXN07740,Bank Transfer
TXN07741,Credit Card
TXN07742,Credit Card
TXN07743,Bank Transfer
TXN07744,Credit Card
TXN07745,Credit Card
TXN07746,Bank Transfer
TXN07747,Cash
TXN07748,Credit Card
TXN07749,Cash
TXN07750,Credit Card
TXN07751,Cash
TXN07752,Bank Transfer
TXN07753,Cash
TXN07754,Bank Transfer
TXN07755,Credit Card
TXN07756,Bank Transfer
TXN07757,Cash
TXN07758,Credit Card
TXN07759,Bank Transfer
TXN07760,Bank Transfer
TXN07761,Bank Transfer
TXN07762,Bank Transfer
TXN07763,Cash
TXN07764,Cash
TXN07765,Cash
TXN07766,Cash
TXN07767,Cash
TXN07768,Credit Card
TXN07769,Credit Card
TXN07770,Credit Card
TXN07771,Cash
TXN07772,Cash
TXN07773,Bank Transfer
TXN07774,Credit Card
TXN07775,Bank Transfer
TXN07776,Credit Card
TXN07777,Bank Transfer
TXN07778,Credit Card
TXN07779,Credit Card
TXN07780,Cash
TXN07781,Credit Card
TXN07782,Cash
TXN07783,Credit Card
TXN07784,Bank Transfer
TXN07785,Bank Transfer
TXN07786,Bank Transfer
TXN07787,Bank Transfer
TXN07788,Cash
TXN07789,Credit Card
TXN07790,Credit Card
TXN07791,Bank Transfer
TXN07792,Bank Transfer
TXN07793,Cash
TXN07794,Credit Card
TXN07795,Bank Transfer
TXN07796,Bank Transfer
TXN07797,Cash
TXN07798,Cash
TXN07799,Bank Transfer
TXN07800,Bank Transfer
TXN07801,Credit Card
TXN07802,Credit Card
TXN07803,Credit Card
TXN07804,Cash
TXN07805,Credit Card
TXN07806,Credit Card
TXN07807,Credit Card
TXN07808,Bank Transfer
TXN07809,Credit Card
TXN07810,Cash
TXN07811,Bank Transfer
TXN07812,Bank Transfer
TXN07813,Credit Card
TXN07814,Credit Card
TXN07815,Credit Card
TXN07816,Credit Card
TXN07817,Credit Card
TXN07818,Credit Card
TXN07819,Credit Card
TXN07820,Cash
TXN07821,Cash
TXN07822,Bank Transfer
TXN07823,Cash
TXN07824,Cash
TXN07825,Bank Transfer
TXN07826,Credit Card
TXN07827,Bank Transfer
TXN07828,Bank Transfer
TXN07829,Bank Transfer
TXN07830,Bank Transfer
TXN07831,Credit Card
TXN07832,Bank Transfer
TXN07833,Bank Transfer
TXN07834,Cash
TXN07835,Cash
TXN07836,Cash
TXN07837,Credit Card
TXN07838,Cash
TXN07839,Credit Card
TXN07840,Credit Card
TXN07841,Cash
TXN07842,Credit Card
TXN07843,Cash
TXN07844,Cash
TXN07845,Cash
TXN07846,Cash
TXN07847,Bank Transfer
TXN07848,Cash
TXN07849,Cash
TXN07850,Cash
TXN07851,Bank Transfer
TXN07852,Bank Transfer
TXN07853,Credit Card
TXN07854,Bank Transfer
TXN07855,Credit Card
TXN07856,Cash
TXN07857,Cash
TXN07858,Bank Transfer
TXN07859,Bank Transfer
TXN07860,Bank Transfer
TXN07861,Credit Card
TXN07862,Bank Transfer
TXN07863,Cash
TXN07864,Credit Card
TXN07865,Cash
TXN07866,Cash
TXN07867,Cash
TXN07868,Credit Card
TXN07869,Bank Transfer
TXN07870,Bank Transfer
TXN07871,Bank Transfer
TXN07872,Cash
TXN07873,Credit Card
TXN07874,Credit Card
TXN07875,Cash
TXN07876,Bank Transfer
TXN07877,Bank Transfer
TXN07878,Bank Transfer
TXN07879,Cash
TXN07880,Credit Card
TXN07881,Credit Card
TXN07882,Bank Transfer
TXN07883,Cash
TXN07884,Bank Transfer
TXN07885,Bank Transfer
TXN07886,Bank Transfer
TXN07887,Bank Transfer
TXN07888,Bank Transfer
TXN07889,Credit Card
TXN07890,Credit Card
TXN07891,Credit Card
TXN07892,Bank Transfer
TXN07893,Cash
TXN07894,Bank Transfer
TXN07895,Credit Card
TXN07896,Cash
TXN07897,Bank Transfer
TXN07898,Credit Card
TXN07899,Cash
TXN07900,Cash
TXN07901,Bank Transfer
TXN07902,Cash
TXN07903,Credit Card
TXN07904,Cash
TXN07905,Cash
TXN07906,Cash
TXN07907,Bank Transfer
TXN07908,Bank Transfer
TXN07909,Credit Card
TXN07910,Cash
TXN07911,Cash
TXN07912,Credit Card
TXN07913,Bank Transfer
TXN07914,Credit Card
TXN07915,Credit Card
TXN07916,Bank Transfer
TXN07917,Cash
TXN07918,Bank Transfer
TXN07919,Cash
TXN07920,Cash
TXN07921,Cash
TXN07922,Bank Transfer
TXN07923,Cash
TXN07924,Credit Card
TXN07925,Cash
TXN07926,Credit Card
TXN07927,Bank Transfer
TXN07928,Cash
TXN07929,Credit Card
TXN07930,Cash
TXN07931,Credit Card
TXN07932,Bank Transfer
TXN07933,Credit Card
TXN07934,Bank Transfer
TXN07935,Cash
TXN07936,Bank Transfer
TXN07937,Cash
TXN07938,Credit Card
TXN07939,Cash
TXN07940,Bank Transfer
TXN07941,Cash
TXN07942,Bank Transfer
TXN07943,Cash
TXN07944,Bank Transfer
TXN07945,Cash
TXN07946,Cash
TXN07947,Credit Card
TXN07948,Bank Transfer
TXN07949,Credit Card
TXN07950,Cash
TXN07951,Bank Transfer
TXN07952,Cash
TXN07953,Credit Card
TXN07954,Bank Transfer
TXN07955,Bank Transfer
TXN07956,Cash
TXN07957,Bank Transfer
TXN07958,Bank Transfer
TXN07959,Bank Transfer
TXN07960,Bank Transfer
TXN07961,Bank Transfer
TXN07962,Credit Card
TXN07963,Cash
TXN07964,Credit Card
TXN07965,Bank Transfer
TXN07966,Bank Transfer
TXN07967,Bank Transfer
TXN07968,Cash
TXN07969,Credit Card
TXN07970,Bank Transfer
TXN07971,Cash
TXN07972,Bank Transfer
TXN07973,Bank Transfer
TXN07974,Credit Card
TXN07975,Cash
TXN07976,Bank Transfer
TXN07977,Credit Card
TXN07978,Credit Card
TXN07979,Credit Card
TXN07980,Cash
TXN07981,Cash
TXN07982,Credit Card
TXN07983,Credit Card
TXN07984,Bank Transfer
TXN07985,Cash
TXN07986,Credit Card
TXN07987,Credit Card
TXN07988,Cash
TXN07989,Bank Transfer
TXN07990,Credit Card
TXN07991,Credit Card
TXN07992,Bank Transfer
TXN07993,Bank Transfer
TXN07994,Cash
TXN07995,Bank Transfer
TXN07996,Credit Card
TXN07997,Cash
TXN07998,Bank Transfer
TXN07999,Cash
TXN08000,Bank Transfer
TXN08001,Cash
TXN08002,Bank Transfer
TXN08003,Bank Transfer
TXN08004,Credit Card
TXN08005,Cash
TXN08006,Credit Card
TXN08007,Bank Transfer
TXN08008,Credit Card
TXN08009,Credit Card
TXN08010,Credit Card
TXN08011,Cash
TXN08012,Bank Transfer
TXN08013,Bank Transfer
TXN08014,Bank Transfer
TXN08015,Bank Transfer
TXN08016,Cash
TXN08017,Credit Card
TXN08018,Bank Transfer
TXN08019,Cash
TXN08020,Bank Transfer
TXN08021,Cash
TXN08022,Bank Transfer
TXN08023,Bank Transfer
TXN08024,Cash
TXN08025,Cash
TXN08026,Bank Transfer
TXN08027,Cash
TXN08028,Cash
TXN08029,Cash
TXN08030,Bank Transfer
TXN08031,Cash
TXN08032,Cash
TXN08033,Cash
TXN08034,Bank Transfer
TXN08035,Bank Transfer
TXN08036,Bank Transfer
TXN08037,Bank Transfer
TXN08038,Credit Card
TXN08039,Credit Card
TXN08040,Cash
TXN08041,Cash
TXN08042,Cash
TXN08043,Credit Card
TXN08044,Cash
TXN08045,Cash
TXN08046,Bank Transfer
TXN08047,Bank Transfer
TXN08048,Credit Card
TXN08049,Bank Transfer
TXN08050,Bank Transfer
TXN08051,Bank Transfer
TXN08052,Credit Card
TXN08053,Cash
TXN08054,Credit Card
TXN08055,Cash
TXN08056,Credit Card
TXN08057,Cash
TXN08058,Cash
TXN08059,Cash
TXN08060,Cash
TXN08061,Cash
TXN08062,Cash
TXN08063,Bank Transfer
TXN08064,Bank Transfer
TXN08065,Cash
TXN08066,Cash
TXN08067,Credit Card
TXN08068,Cash
TXN08069,Bank Transfer
TXN08070,Cash
TXN08071,Credit Card
TXN08072,Cash
TXN08073,Bank Transfer
TXN08074,Credit Card
TXN08075,Credit Card
TXN08076,Bank Transfer
TXN08077,Credit Card
TXN08078,Bank Transfer
TXN08079,Bank Transfer
TXN08080,Bank Transfer
TXN08081,Bank Transfer
TXN08082,Bank Transfer
TXN08083,Bank Transfer
TXN08084,Credit Card
TXN08085,Bank Transfer
TXN08086,Cash
TXN08087,Bank Transfer
TXN08088,Credit Card
TXN08089,Credit Card
TXN08090,Bank Transfer
TXN08091,Cash
TXN08092,Cash
TXN08093,Bank Transfer
TXN08094,Credit Card
TXN08095,Credit Card
TXN08096,Cash
TXN08097,Credit Card
TXN08098,Bank Transfer
TXN08099,Cash
TXN08100,Cash
TXN08101,Bank Transfer
TXN08102,Cash
TXN08103,Cash
TXN08104,Credit Card
TXN08105,Bank Transfer
TXN08106,Credit Card
TXN08107,Bank Transfer
TXN08108,Cash
TXN08109,Bank Transfer
TXN08110,Credit Card
TXN08111,Credit Card
TXN08112,Cash
TXN08113,Credit Card
TXN08114,Credit Card
TXN08115,Credit Card
TXN08116,Cash
TXN08117,Credit Card
TXN08118,Bank Transfer
TXN08119,Credit Card
TXN08120,Bank Transfer
TXN08121,Cash
TXN08122,Cash
TXN08123,Cash
TXN08124,Credit Card
TXN08125,Cash
TXN08126,Bank Transfer
TXN08127,Credit Card
TXN08128,Bank Transfer
TXN08129,Cash
TXN08130,Credit Card
TXN08131,Credit Card
TXN08132,Credit Card
TXN08133,Credit Card
TXN08134,Credit Card
TXN08135,Cash
TXN08136,Cash
TXN08137,Bank Transfer
TXN08138,Cash
TXN08139,Cash
TXN08140,Cash
TXN08141,Cash
TXN08142,Credit Card
TXN08143,Cash
TXN08144,Cash
TXN08145,Bank Transfer
TXN08146,Credit Card
TXN08147,Credit Card
TXN08148,Bank Transfer
TXN08149,Cash
TXN08150,Credit Card
TXN08151,Bank Transfer
TXN08152,Credit Card
TXN08153,Bank Transfer
TXN08154,Cash
TXN08155,Cash
TXN08156,Cash
TXN08157,Bank Transfer
TXN08158,Credit Card
TXN08159,Cash
TXN08160,Credit Card
TXN08161,Credit Card
TXN08162,Cash
TXN08163,Credit Card
TXN08164,Credit Card
TXN08165,Bank Transfer
TXN08166,Credit Card
TXN08167,Bank Transfer
TXN08168,Cash
TXN08169,Cash
TXN08170,Cash
TXN08171,Credit Card
TXN08172,Credit Card
TXN08173,Credit Card
TXN08174,Credit Card
TXN08175,Cash
TXN08176,Bank Transfer
TXN08177,Cash
TXN08178,Credit Card
TXN08179,Bank Transfer
TXN08180,Bank Transfer
TXN08181,Bank Transfer
TXN08182,Credit Card
TXN08183,Credit Card
TXN08184,Credit Card
TXN08185,Bank Transfer
TXN08186,Cash
TXN08187,Cash
TXN08188,Credit Card
TXN08189,Bank Transfer
TXN08190,Credit Card
TXN08191,Credit Card
TXN08192,Cash
TXN08193,Cash
TXN08194,Credit Card
TXN08195,Cash
TXN08196,Credit Card
TXN08197,Cash
TXN08198,Bank Transfer
TXN08199,Bank Transfer
TXN08200,Cash
TXN08201,Credit Card
TXN08202,Bank Transfer
TXN08203,Cash
TXN08204,Credit Card
TXN08205,Credit Card
TXN08206,Bank Transfer
TXN08207,Bank Transfer
TXN08208,Credit Card
TXN08209,Credit Card
TXN08210,Bank Transfer
TXN08211,Cash
TXN08212,Cash
TXN08213,Credit Card
TXN08214,Credit Card
TXN08215,Bank Transfer
TXN08216,Bank Transfer
TXN08217,Credit Card
TXN08218,Cash
TXN08219,Cash
TXN08220,Bank Transfer
TXN08221,Credit Card
TXN08222,Credit Card
TXN08223,Cash
TXN08224,Cash
TXN08225,Cash
TXN08226,Cash
TXN08227,Credit Card
TXN08228,Credit Card
TXN08229,Cash
TXN08230,Bank Transfer
TXN08231,Bank Transfer
TXN08232,Credit Card
TXN08233,Credit Card
TXN08234,Credit Card
TXN08235,Bank Transfer
TXN08236,Credit Card
TXN08237,Cash
TXN08238,Credit Card
TXN08239,Cash
TXN08240,Credit Card
TXN08241,Bank Transfer
TXN08242,Bank Transfer
TXN08243,Bank Transfer
TXN08244,Credit Card
TXN08245,Credit Card
TXN08246,Bank Transfer
TXN08247,Bank Transfer
TXN08248,Bank Transfer
TXN08249,Cash
TXN08250,Bank Transfer
TXN08251,Credit Card
TXN08252,Bank Transfer
TXN08253,Credit Card
TXN08254,Bank Transfer
TXN08255,Bank Transfer
TXN08256,Credit Card
TXN08257,Bank Transfer
TXN08258,Credit Card
TXN08259,Cash
TXN08260,Credit Card
TXN08261,Bank Transfer
TXN08262,Bank Transfer
TXN08263,Cash
TXN08264,Credit Card
TXN08265,Cash
TXN08266,Cash
TXN08267,Cash
TXN08268,Credit Card
TXN08269,Cash
TXN08270,Credit Card
TXN08271,Bank Transfer
TXN08272,Credit Card
TXN08273,Bank Transfer
TXN08274,Bank Transfer
TXN08275,Credit Card
TXN08276,Bank Transfer
TXN08277,Credit Card
TXN08278,Bank Transfer
TXN08279,Bank Transfer
TXN08280,Cash
TXN08281,Credit Card
TXN08282,Cash
TXN08283,Bank Transfer
TXN08284,Credit Card
TXN08285,Bank Transfer
TXN08286,Bank Transfer
TXN08287,Bank Transfer
TXN08288,Cash
TXN08289,Bank Transfer
TXN08290,Cash
TXN08291,Credit Card
TXN08292,Credit Card
TXN08293,Credit Card
TXN08294,Bank Transfer
TXN08295,Credit Card
TXN08296,Cash
TXN08297,Cash
TXN08298,Bank Transfer
TXN08299,Credit Card
TXN08300,Cash
TXN08301,Bank Transfer
TXN08302,Bank Transfer
TXN08303,Bank Transfer
TXN08304,Bank Transfer
TXN08305,Cash
TXN08306,Cash
TXN08307,Cash
TXN08308,Bank Transfer
TXN08309,Bank Transfer
TXN08310,Cash
TXN08311,Bank Transfer
TXN08312,Bank Transfer
TXN08313,Cash
TXN08314,Credit Card
TXN08315,Credit Card
TXN08316,Cash
TXN08317,Bank Transfer
TXN08318,Cash
TXN08319,Bank Transfer
TXN08320,Credit Card
TXN08321,Cash
TXN08322,Cash
TXN08323,Bank Transfer
TXN08324,Credit Card
TXN08325,Bank Transfer
TXN08326,Cash
TXN08327,Credit Card
TXN08328,Cash
TXN08329,Bank Transfer
TXN08330,Credit Card
TXN08331,Cash
TXN08332,Bank Transfer
TXN08333,Cash
TXN08334,Cash
TXN08335,Credit Card
TXN08336,Credit Card
TXN08337,Cash
TXN08338,Cash
TXN08339,Bank Transfer
TXN08340,Cash
TXN08341,Credit Card
TXN08342,Bank Transfer
TXN08343,Bank Transfer
TXN08344,Bank Transfer
TXN08345,Bank Transfer
TXN08346,Credit Card
TXN08347,Cash
TXN08348,Bank Transfer
TXN08349,Bank Transfer
TXN08350,Bank Transfer
TXN08351,Bank Transfer
TXN08352,Credit Card
TXN08353,Cash
TXN08354,Cash
TXN08355,Cash
TXN08356,Cash
TXN08357,Cash
TXN08358,Bank Transfer
TXN08359,Cash
TXN08360,Bank Transfer
TXN08361,Cash
TXN08362,Bank Transfer
TXN08363,Bank Transfer
TXN08364,Cash
TXN08365,Cash
TXN08366,Credit Card
TXN08367,Bank Transfer
TXN08368,Credit Card
TXN08369,Bank Transfer
TXN08370,Credit Card
TXN08371,Credit Card
TXN08372,Credit Card
TXN08373,Cash
TXN08374,Cash
TXN08375,Credit Card
TXN08376,Bank Transfer
TXN08377,Cash
TXN08378,Credit Card
TXN08379,Credit Card
TXN08380,Cash
TXN08381,Credit Card
TXN08382,Credit Card
TXN08383,Credit Card
TXN08384,Credit Card
TXN08385,Bank Transfer
TXN08386,Credit Card
TXN08387,Bank Transfer
TXN08388,Cash
TXN08389,Credit Card
TXN08390,Cash
TXN08391,Cash
TXN08392,Cash
TXN08393,Bank Transfer
TXN08394,Bank Transfer
TXN08395,Cash
TXN08396,Credit Card
TXN08397,Cash
TXN08398,Bank Transfer
TXN08399,Credit Card
TXN08400,Credit Card
TXN08401,Credit Card
TXN08402,Cash
TXN08403,Bank Transfer
TXN08404,Bank Transfer
TXN08405,Cash
TXN08406,Credit Card
TXN08407,Bank Transfer
TXN08408,Credit Card
TXN08409,Bank Transfer
TXN08410,Bank Transfer
TXN08411,Credit Card
TXN08412,Cash
TXN08413,Cash
TXN08414,Cash
TXN08415,Bank Transfer
TXN08416,Cash
TXN08417,Bank Transfer
TXN08418,Credit Card
TXN08419,Bank Transfer
TXN08420,Bank Transfer
TXN08421,Credit Card
TXN08422,Credit Card
TXN08423,Credit Card
TXN08424,Bank Transfer
TXN08425,Cash
TXN08426,Cash
TXN08427,Cash
TXN08428,Bank Transfer
TXN08429,Cash
TXN08430,Credit Card
TXN08431,Bank Transfer
TXN08432,Bank Transfer
TXN08433,Credit Card
TXN08434,Credit Card
TXN08435,Credit Card
TXN08436,Credit Card
TXN08437,Credit Card
TXN08438,Credit Card
TXN08439,Credit Card
TXN08440,Cash
TXN08441,Bank Transfer
TXN08442,Cash
TXN08443,Bank Transfer
TXN08444,Cash
TXN08445,Cash
TXN08446,Credit Card
TXN08447,Credit Card
TXN08448,Credit Card
TXN08449,Cash
TXN08450,Cash
TXN08451,Cash
TXN08452,Credit Card
TXN08453,Bank Transfer
TXN08454,Cash
TXN08455,Cash
TXN08456,Bank Transfer
TXN08457,Bank Transfer
TXN08458,Cash
TXN08459,Credit Card
TXN08460,Credit Card
TXN08461,Bank Transfer
TXN08462,Bank Transfer
TXN08463,Cash
TXN08464,Bank Transfer
TXN08465,Cash
TXN08466,Credit Card
TXN08467,Cash
TXN08468,Credit Card
TXN08469,Cash
TXN08470,Bank Transfer
TXN08471,Bank Transfer
TXN08472,Credit Card
TXN08473,Cash
TXN08474,Bank Transfer
TXN08475,Credit Card
TXN08476,Bank Transfer
TXN08477,Bank Transfer
TXN08478,Cash
TXN08479,Cash
TXN08480,Bank Transfer
TXN08481,Credit Card
TXN08482,Credit Card
TXN08483,Cash
TXN08484,Bank Transfer
TXN08485,Credit Card
TXN08486,Credit Card
TXN08487,Bank Transfer
TXN08488,Bank Transfer
TXN08489,Cash
TXN08490,Bank Transfer
TXN08491,Bank Transfer
TXN08492,Credit Card
TXN08493,Bank Transfer
TXN08494,Credit Card
TXN08495,Credit Card
TXN08496,Credit Card
TXN08497,Bank Transfer
TXN08498,Cash
TXN08499,Cash
TXN08500,Credit Card
TXN08501,Credit Card
TXN08502,Credit Card
TXN08503,Cash
TXN08504,Credit Card
TXN08505,Credit Card
TXN08506,Credit Card
TXN08507,Bank Transfer
TXN08508,Bank Transfer
TXN08509,Bank Transfer
TXN08510,Cash
TXN08511,Cash
TXN08512,Credit Card
TXN08513,Bank Transfer
TXN08514,Bank Transfer
TXN08515,Cash
TXN08516,Credit Card
TXN08517,Bank Transfer
TXN08518,Bank Transfer
TXN08519,Bank Transfer
TXN08520,Credit Card
TXN08521,Cash
TXN08522,Credit Card
TXN08523,Bank Transfer
TXN08524,Cash
TXN08525,Credit Card
TXN08526,Cash
TXN08527,Credit Card
TXN08528,Bank Transfer
TXN08529,Bank Transfer
TXN08530,Bank Transfer
TXN08531,Bank Transfer
TXN08532,Cash
TXN08533,Bank Transfer
TXN08534,Cash
TXN08535,Credit Card
TXN08536,Bank Transfer
TXN08537,Credit Card
TXN08538,Credit Card
TXN08539,Cash
TXN08540,Cash
TXN08541,Credit Card
TXN08542,Credit Card
TXN08543,Cash
TXN08544,Cash
TXN08545,Cash
TXN08546,Cash
TXN08547,Credit Card
TXN08548,Cash
TXN08549,Cash
TXN08550,Credit Card
TXN08551,Cash
TXN08552,Bank Transfer
TXN08553,Cash
TXN08554,Cash
TXN08555,Cash
TXN08556,Cash
TXN08557,Bank Transfer
TXN08558,Credit Card
TXN08559,Cash
TXN08560,Credit Card
TXN08561,Bank Transfer
TXN08562,Cash
TXN08563,Bank Transfer
TXN08564,Bank Transfer
TXN08565,Credit Card
TXN08566,Cash
TXN08567,Cash
TXN08568,Bank Transfer
TXN08569,Credit Card
TXN08570,Cash
TXN08571,Credit Card
TXN08572,Bank Transfer
TXN08573,Credit Card
TXN08574,Credit Card
TXN08575,Bank Transfer
TXN08576,Cash
TXN08577,Bank Transfer
TXN08578,Credit Card
TXN08579,Credit Card
TXN08580,Cash
TXN08581,Bank Transfer
TXN08582,Bank Transfer
TXN08583,Bank Transfer
TXN08584,Bank Transfer
TXN08585,Bank Transfer
TXN08586,Bank Transfer
TXN08587,Bank Transfer
TXN08588,Bank Transfer
TXN08589,Cash
TXN08590,Credit Card
TXN08591,Credit Card
TXN08592,Cash
TXN08593,Bank Transfer
TXN08594,Credit Card
TXN08595,Bank Transfer
TXN08596,Credit Card
TXN08597,Credit Card
TXN08598,Bank Transfer
TXN08599,Cash
TXN08600,Bank Transfer
TXN08601,Credit Card
TXN08602,Cash
TXN08603,Cash
TXN08604,Cash
TXN08605,Bank Transfer
TXN08606,Credit Card
TXN08607,Cash
TXN08608,Credit Card
TXN08609,Credit Card
TXN08610,Credit Card
TXN08611,Credit Card
TXN08612,Cash
TXN08613,Credit Card
TXN08614,Credit Card
TXN08615,Bank Transfer
TXN08616,Credit Card
TXN08617,Bank Transfer
TXN08618,Bank Transfer
TXN08619,Credit Card
TXN08620,Credit Card
TXN08621,Credit Card
TXN08622,Credit Card
TXN08623,Credit Card
TXN08624,Bank Transfer
TXN08625,Bank Transfer
TXN08626,Cash
TXN08627,Credit Card
TXN08628,Credit Card
TXN08629,Cash
TXN08630,Bank Transfer
TXN08631,Bank Transfer
TXN08632,Cash
TXN08633,Bank Transfer
TXN08634,Bank Transfer
TXN08635,Bank Transfer
TXN08636,Cash
TXN08637,Cash
TXN08638,Cash
TXN08639,Bank Transfer
TXN08640,Bank Transfer
TXN08641,Cash
TXN08642,Bank Transfer
TXN08643,Cash
TXN08644,Credit Card
TXN08645,Cash
TXN08646,Bank Transfer
TXN08647,Credit Card
TXN08648,Cash
TXN08649,Credit Card
TXN08650,Credit Card
TXN08651,Bank Transfer
TXN08652,Credit Card
TXN08653,Credit Card
TXN08654,Cash
TXN08655,Bank Transfer
TXN08656,Cash
TXN08657,Bank Transfer
TXN08658,Bank Transfer
TXN08659,Bank Transfer
TXN08660,Credit Card
TXN08661,Cash
TXN08662,Credit Card
TXN08663,Cash
TXN08664,Cash
TXN08665,Credit Card
TXN08666,Cash
TXN08667,Bank Transfer
TXN08668,Cash
TXN08669,Bank Transfer
TXN08670,Credit Card
TXN08671,Credit Card
TXN08672,Cash
TXN08673,Credit Card
TXN08674,Bank Transfer
TXN08675,Credit Card
TXN08676,Cash
TXN08677,Credit Card
TXN08678,Bank Transfer
TXN08679,Bank Transfer
TXN08680,Bank Transfer
TXN08681,Bank Transfer
TXN08682,Credit Card
TXN08683,Cash
TXN08684,Credit Card
TXN08685,Bank Transfer
TXN08686,Credit Card
TXN08687,Cash
TXN08688,Cash
TXN08689,Credit Card
TXN08690,Cash
TXN08691,Cash
TXN08692,Bank Transfer
TXN08693,Bank Transfer
TXN08694,Cash
TXN08695,Cash
TXN08696,Credit Card
TXN08697,Credit Card
TXN08698,Credit Card
TXN08699,Bank Transfer
TXN08700,Bank Transfer
TXN08701,Credit Card
TXN08702,Bank Transfer
TXN08703,Bank Transfer
TXN08704,Bank Transfer
TXN08705,Credit Card
TXN08706,Cash
TXN08707,Bank Transfer
TXN08708,Credit Card
TXN08709,Cash
TXN08710,Cash
TXN08711,Bank Transfer
TXN08712,Credit Card
TXN08713,Cash
TXN08714,Bank Transfer
TXN08715,Credit Card
TXN08716,Cash
TXN08717,Cash
TXN08718,Cash
TXN08719,Bank Transfer
TXN08720,Credit Card
TXN08721,Credit Card
TXN08722,Cash
TXN08723,Cash
TXN08724,Bank Transfer
TXN08725,Bank Transfer
TXN08726,Cash
TXN08727,Credit Card
TXN08728,Cash
TXN08729,Credit Card
TXN08730,Cash
TXN08731,Credit Card
TXN08732,Credit Card
TXN08733,Cash
TXN08734,Cash
TXN08735,Cash
TXN08736,Cash
TXN08737,Credit Card
TXN08738,Cash
TXN08739,Credit Card
TXN08740,Bank Transfer
TXN08741,Bank Transfer
TXN08742,Cash
TXN08743,Bank Transfer
TXN08744,Credit Card
TXN08745,Cash
