Transaction_ID,Date,YearMonth
TXN07255,2024-03-14,2024-03
TXN07256,2024-12-10,2024-12
TXN07257,2024-10-05,2024-10
TXN07258,2024-03-18,2024-03
TXN07259,2024-11-27,2024-11
TXN07260,2024-01-12,2024-01
TXN07261,2024-10-18,2024-10
TXN07262,2024-05-24,2024-05
TXN07263,2024-09-07,2024-09
TXN07264,2024-03-29,2024-03
TXN07265,2024-12-26,2024-12
TXN07266,2024-11-17,2024-11
TXN07267,2024-12-25,2024-12
TXN07268,2024-06-30,2024-06
TXN07269,2024-08-23,2024-08
TXN07270,2024-10-31,2024-10
TXN07271,2024-06-12,2024-06
TXN07272,2024-11-04,2024-11
TXN07273,2024-10-23,2024-10
TXN07274,2024-04-15,2024-04
TXN07275,2024-09-27,2024-09
TXN07276,2024-12-27,2024-12
TXN07277,2024-07-07,2024-07
TXN07278,2024-01-10,2024-01
TXN07279,2024-06-23,2024-06
TXN07280,2024-01-28,2024-01
TXN07281,2024-11-08,2024-11
TXN07282,2024-09-15,2024-09
TXN07283,2024-01-28,2024-01
TXN07284,2024-11-11,2024-11
TXN07285,2024-01-27,2024-01
TXN07286,2024-03-20,2024-03
TXN07287,2024-09-03,2024-09
TXN07288,2024-11-17,2024-11
TXN07289,2024-03-12,2024-03
TXN07290,2024-10-11,2024-10
TXN07291,2024-01-13,2024-01
TXN07292,2024-12-11,2024-12
TXN07293,2024-02-11,2024-02
TXN07294,2024-12-01,2024-12
TXN07295,2024-07-24,2024-07
TXN07296,2024-09-13,2024-09
TXN07297,2024-06-22,2024-06
TXN07298,2024-08-31,2024-08
TXN07299,2024-12-02,2024-12
TXN07300,2024-12-15,2024-12
TXN07301,2024-04-29,2024-04
TXN07302,2024-10-07,2024-10
TXN07303,2024-06-03,2024-06
TXN07304,2024-06-01,2024-06
TXN07305,2024-10-16,2024-10
TXN07306,2024-10-26,2024-10
TXN07307,2024-11-12,2024-11
TXN07308,2024-07-22,2024-07
TXN07309,2024-04-06,2024-04
TXN07310,2024-09-19,2024-09
TXN07311,2024-05-30,2024-05
TXN07312,2024-08-18,2024-08
TXN07313,2024-06-18,2024-06
TXN07314,2024-06-05,2024-06
TXN07315,2024-03-19,2024-03
TXN07316,2024-02-15,2024-02
TXN07317,2024-04-19,2024-04
TXN07318,2024-04-18,2024-04
TXN07319,2024-04-14,2024-04
TXN07320,2025-01-03,2025-01
TXN07321,2024-11-05,2024-11
TXN07322,2024-08-05,2024-08
TXN07323,2024-06-03,2024-06
TXN07324,2024-02-03,2024-02
TXN07325,2024-11-25,2024-11
TXN07326,2024-12-01,2024-12
TXN07327,2024-08-21,2024-08
TXN07328,2024-04-24,2024-04
TXN07329,2024-05-28,2024-05
TXN07330,2024-07-04,2024-07
TXN07331,2024-08-02,2024-08
TXN07332,2024-08-16,2024-08
TXN07333,2024-04-18,2024-04
TXN07334,2024-04-20,2024-04
TXN07335,2024-09-02,2024-09
TXN07336,2024-07-15,2024-07
TXN07337,2024-05-27,2024-05
TXN07338,2024-08-31,2024-08
TXN07339,2024-04-22,2024-04
TXN07340,2024-03-02,2024-03
TXN07341,2024-04-23,2024-04
TXN07342,2024-08-09,2024-08
TXN07343,2024-09-06,2024-09
TXN07344,2024-10-09,2024-10
TXN07345,2024-01-14,2024-01
TXN07346,2024-04-14,2024-04
TXN07347,2024-10-11,2024-10
TXN07348,2024-08-19,2024-08
TXN07349,2024-06-23,2024-06
TXN07350,2024-09-13,2024-09
TXN07351,2024-04-19,2024-04
TXN07352,2025-01-07,2025-01
TXN07353,2024-12-12,2024-12
TXN07354,2024-06-10,2024-06
TXN07355,2024-03-22,2024-03
TXN07356,2024-07-01,2024-07
TXN07357,2024-11-28,2024-11
TXN07358,2024-06-11,2024-06
TXN07359,2024-10-13,2024-10
TXN07360,2024-06-22,2024-06
TXN07361,2024-04-07,2024-04
TXN07362,2024-09-24,2024-09
TXN07363,2024-06-07,2024-06
TXN07364,2024-12-03,2024-12
TXN07365,2024-06-06,2024-06
TXN07366,2024-10-26,2024-10
TXN07367,2024-08-20,2024-08
TXN07368,2024-11-25,2024-11
TXN07369,2024-01-29,2024-01
TXN07370,2024-08-18,2024-08
TXN07371,2024-04-08,2024-04
TXN07372,2024-10-19,2024-10
TXN07373,2024-02-10,2024-02
TXN07374,2024-11-01,2024-11
TXN07375,2024-03-31,2024-03
TXN07376,2024-04-03,2024-04
TXN07377,2024-06-15,2024-06
TXN07378,2024-12-16,2024-12
TXN07379,2024-06-03,2024-06
TXN07380,2024-10-08,2024-10
TXN07381,2024-06-07,2024-06
TXN07382,2024-06-12,2024-06
TXN07383,2024-10-14,2024-10
TXN07384,2024-07-18,2024-07
TXN07385,2024-10-12,2024-10
TXN07386,2024-06-15,2024-06
TXN07387,2024-10-25,2024-10
TXN07388,2024-07-07,2024-07
TXN07389,2024-02-20,2024-02
TXN07390,2024-06-25,2024-06
TXN07391,2024-11-23,2024-11
TXN07392,2024-09-15,2024-09
TXN07393,2024-02-04,2024-02
TXN07394,2024-09-20,2024-09
TXN07395,2024-11-27,2024-11
TXN07396,2024-07-08,2024-07
TXN07397,2024-08-27,2024-08
TXN07398,2024-04-20,2024-04
TXN07399,2024-04-11,2024-04
TXN07400,2024-09-23,2024-09
TXN07401,2024-05-30,2024-05
TXN07402,2024-12-23,2024-12
TXN07403,2024-05-23,2024-05
TXN07404,2024-08-18,2024-08
TXN07405,2024-12-19,2024-12
TXN07406,2024-09-04,2024-09
TXN07407,2024-08-20,2024-08
TXN07408,2024-07-31,2024-07
TXN07409,2024-02-06,2024-02
TXN07410,2024-08-18,2024-08
TXN07411,2024-03-14,2024-03
TXN07412,2024-07-05,2024-07
TXN07413,2024-04-17,2024-04
TXN07414,2024-04-14,2024-04
TXN07415,2024-09-25,2024-09
TXN07416,2024-07-05,2024-07
TXN07417,2024-11-13,2024-11
TXN07418,2024-07-30,2024-07
TXN07419,2024-10-01,2024-10
TXN07420,2024-04-06,2024-04
TXN07421,2024-12-09,2024-12
TXN07422,2024-12-02,2024-12
TXN07423,2024-02-02,2024-02
TXN07424,2024-01-09,2024-01
TXN07425,2024-10-22,2024-10
TXN07426,2024-06-04,2024-06
TXN07427,2024-09-03,2024-09
TXN07428,2024-04-26,2024-04
TXN07429,2024-10-19,2024-10
TXN07430,2024-10-21,2024-10
TXN07431,2025-01-03,2025-01
TXN07432,2024-08-07,2024-08
TXN07433,2024-04-12,2024-04
TXN07434,2024-03-18,2024-03
TXN07435,2024-12-01,2024-12
TXN07436,2024-12-26,2024-12
TXN07437,2024-07-29,2024-07
TXN07438,2024-08-18,2024-08
TXN07439,2024-07-13,2024-07
TXN07440,2024-10-20,2024-10
TXN07441,2024-09-06,2024-09
TXN07442,2024-10-29,2024-10
TXN07443,2024-10-15,2024-10
TXN07444,2024-06-02,2024-06
TXN07445,2024-08-21,2024-08
TXN07446,2024-03-18,2024-03
TXN07447,2024-04-21,2024-04
TXN07448,2024-06-22,2024-06
TXN07449,2024-06-04,2024-06
TXN07450,2024-07-22,2024-07
TXN07451,2024-12-29,2024-12
TXN07452,2024-05-05,2024-05
TXN07453,2024-01-10,2024-01
TXN07454,2024-04-13,2024-04
TXN07455,2024-08-08,2024-08
TXN07456,2024-02-28,2024-02
TXN07457,2024-06-04,2024-06
TXN07458,2024-10-05,2024-10
TXN07459,2024-06-25,2024-06
TXN07460,2024-06-29,2024-06
TXN07461,2024-07-27,2024-07
TXN07462,2024-08-01,2024-08
TXN07463,2024-09-30,2024-09
TXN07464,2024-02-19,2024-02
TXN07465,2024-01-11,2024-01
TXN07466,2024-06-19,2024-06
TXN07467,2024-08-24,2024-08
TXN07468,2024-11-17,2024-11
TXN07469,2024-11-30,2024-11
TXN07470,2024-03-20,2024-03
TXN07471,2024-10-02,2024-10
TXN07472,2024-05-31,2024-05
TXN07473,2024-12-04,2024-12
TXN07474,2024-04-25,2024-04
TXN07475,2024-09-07,2024-09
TXN07476,2024-06-02,2024-06
TXN07477,2024-04-25,2024-04
TXN07478,2024-02-10,2024-02
TXN07479,2024-09-24,2024-09
TXN07480,2024-10-18,2024-10
TXN07481,2024-12-30,2024-12
TXN07482,2024-09-03,2024-09
TXN07483,2024-03-19,2024-03
TXN07484,2024-07-04,2024-07
TXN07485,2024-04-29,2024-04
TXN07486,2024-10-03,2024-10
TXN07487,2024-06-08,2024-06
TXN07488,2024-06-13,2024-06
TXN07489,2024-11-26,2024-11
TXN07490,2024-07-05,2024-07
TXN07491,2024-04-26,2024-04
TXN07492,2024-08-13,2024-08
TXN07493,2024-01-25,2024-01
TXN07494,2024-02-05,2024-02
TXN07495,2024-08-30,2024-08
TXN07496,2024-12-10,2024-12
TXN07497,2024-07-13,2024-07
TXN07498,2024-07-02,2024-07
TXN07499,2024-04-19,2024-04
TXN07500,2024-04-13,2024-04
TXN07501,2024-02-13,2024-02
TXN07502,2024-08-28,2024-08
TXN07503,2024-03-09,2024-03
TXN07504,2024-12-26,2024-12
TXN07505,2024-06-26,2024-06
TXN07506,2024-05-07,2024-05
TXN07507,2024-03-06,2024-03
TXN07508,2024-08-02,2024-08
TXN07509,2024-03-23,2024-03
TXN07510,2024-12-04,2024-12
TXN07511,2024-02-15,2024-02
TXN07512,2024-02-22,2024-02
TXN07513,2024-09-07,2024-09
TXN07514,2024-12-25,2024-12
TXN07515,2024-02-25,2024-02
TXN07516,2024-07-29,2024-07
TXN07517,2024-04-28,2024-04
TXN07518,2024-05-21,2024-05
TXN07519,2024-07-11,2024-07
TXN07520,2025-01-02,2025-01
TXN07521,2024-09-18,2024-09
TXN07522,2024-04-15,2024-04
TXN07523,2024-01-24,2024-01
TXN07524,2024-05-04,2024-05
TXN07525,2024-01-18,2024-01
TXN07526,2024-11-06,2024-11
TXN07527,2024-02-25,2024-02
TXN07528,2024-10-10,2024-10
TXN07529,2024-02-21,2024-02
TXN07530,2024-01-10,2024-01
TXN07531,2025-01-06,2025-01
TXN07532,2024-09-18,2024-09
TXN07533,2024-06-24,2024-06
TXN07534,2024-05-19,2024-05
TXN07535,2025-01-03,2025-01
TXN07536,2024-09-02,2024-09
TXN07537,2024-02-04,2024-02
TXN07538,2024-12-09,2024-12
TXN07539,2024-10-10,2024-10
TXN07540,2024-09-09,2024-09
TXN07541,2024-07-15,2024-07
TXN07542,2024-06-11,2024-06
TXN07543,2024-10-20,2024-10
TXN07544,2024-09-13,2024-09
TXN07545,2024-11-30,2024-11
TXN07546,2024-05-02,2024-05
TXN07547,2024-07-09,2024-07
TXN07548,2024-08-23,2024-08
TXN07549,2024-05-28,2024-05
TXN07550,2024-09-02,2024-09
TXN07551,2024-02-02,2024-02
TXN07552,2024-05-09,2024-05
TXN07553,2024-05-20,2024-05
TXN07554,2024-11-12,2024-11
TXN07555,2024-08-06,2024-08
TXN07556,2024-03-06,2024-03
TXN07557,2024-04-04,2024-04
TXN07558,2024-02-10,2024-02
TXN07559,2024-01-09,2024-01
TXN07560,2024-04-22,2024-04
TXN07561,2024-03-07,2024-03
TXN07562,2024-12-08,2024-12
TXN07563,2024-03-12,2024-03
TXN07564,2024-08-04,2024-08
TXN07565,2024-03-28,2024-03
TXN07566,2024-05-18,2024-05
TXN07567,2024-04-10,2024-04
TXN07568,2024-01-20,2024-01
TXN07569,2024-03-22,2024-03
TXN07570,2024-06-15,2024-06
TXN07571,2024-12-15,2024-12
TXN07572,2024-05-19,2024-05
TXN07573,2024-03-24,2024-03
TXN07574,2024-01-09,2024-01
TXN07575,2024-02-04,2024-02
TXN07576,2024-07-16,2024-07
TXN07577,2024-07-13,2024-07
TXN07578,2024-02-07,2024-02
TXN07579,2024-01-19,2024-01
TXN07580,2024-07-13,2024-07
TXN07581,2024-04-16,2024-04
TXN07582,2024-06-22,2024-06
TXN07583,2024-02-28,2024-02
TXN07584,2024-07-06,2024-07
TXN07585,2024-10-31,2024-10
TXN07586,2024-04-02,2024-04
TXN07587,2024-06-07,2024-06
TXN07588,2024-08-10,2024-08
TXN07589,2024-12-30,2024-12
TXN07590,2024-08-19,2024-08
TXN07591,2024-08-02,2024-08
TXN07592,2024-02-05,2024-02
TXN07593,2024-05-31,2024-05
TXN07594,2024-09-27,2024-09
TXN07595,2025-01-01,2025-01
TXN07596,2024-08-11,2024-08
TXN07597,2024-04-08,2024-04
TXN07598,2024-11-19,2024-11
TXN07599,2024-01-30,2024-01
TXN07600,2024-01-23,2024-01
TXN07601,2025-01-01,2025-01
TXN07602,2024-12-27,2024-12
TXN07603,2024-07-02,2024-07
TXN07604,2024-01-15,2024-01
TXN07605,2024-10-13,2024-10
TXN07606,2024-03-14,2024-03
TXN07607,2024-01-08,2024-01
TXN07608,2024-08-30,2024-08
TXN07609,2024-05-09,2024-05
TXN07610,2024-04-03,2024-04
TXN07611,2024-03-15,2024-03
TXN07612,2024-10-23,2024-10
TXN07613,2024-05-10,2024-05
TXN07614,2024-09-25,2024-09
TXN07615,2024-05-09,2024-05
TXN07616,2024-12-05,2024-12
TXN07617,2024-07-09,2024-07
TXN07618,2024-04-19,2024-04
TXN07619,2024-06-19,2024-06
TXN07620,2024-02-07,2024-02
TXN07621,2024-11-22,2024-11
TXN07622,2024-04-26,2024-04
TXN07623,2024-06-21,2024-06
TXN07624,2024-09-10,2024-09
TXN07625,2024-11-22,2024-11
TXN07626,2024-09-29,2024-09
TXN07627,2024-11-21,2024-11
TXN07628,2024-12-23,2024-12
TXN07629,2024-07-03,2024-07
TXN07630,2024-10-15,2024-10
TXN07631,2024-01-31,2024-01
TXN07632,2024-05-13,2024-05
TXN07633,2024-04-02,2024-04
TXN07634,2024-10-06,2024-10
TXN07635,2024-08-25,2024-08
TXN07636,2024-06-02,2024-06
TXN07637,2024-09-16,2024-09
TXN07638,2024-02-27,2024-02
TXN07639,2024-11-13,2024-11
TXN07640,2024-06-21,2024-06
TXN07641,2024-02-03,2024-02
TXN07642,2024-02-27,2024-02
TXN07643,2024-04-30,2024-04
TXN07644,2024-06-11,2024-06
TXN07645,2024-07-25,2024-07
TXN07646,2024-03-08,2024-03
TXN07647,2024-11-27,2024-11
TXN07648,2024-04-16,2024-04
TXN07649,2024-09-09,2024-09
TXN07650,2024-03-04,2024-03
TXN07651,2024-07-07,2024-07
TXN07652,2024-05-22,2024-05
TXN07653,2024-10-27,2024-10
TXN07654,2024-03-30,2024-03
TXN07655,2024-05-04,2024-05
TXN07656,2024-03-10,2024-03
TXN07657,2024-08-12,2024-08
TXN07658,2024-09-02,2024-09
TXN07659,2024-05-16,2024-05
TXN07660,2024-09-08,2024-09
TXN07661,2024-11-26,2024-11
TXN07662,2024-11-17,2024-11
TXN07663,2024-03-05,2024-03
TXN07664,2025-01-04,2025-01
TXN07665,2024-04-25,2024-04
TXN07666,2024-09-19,2024-09
TXN07667,2024-02-24,2024-02
TXN07668,2024-09-13,2024-09
TXN07669,2024-07-21,2024-07
TXN07670,2024-10-19,2024-10
TXN07671,2024-11-24,2024-11
TXN07672,2024-05-08,2024-05
TXN07673,2024-11-09,2024-11
TXN07674,2024-10-31,2024-10
TXN07675,2024-02-08,2024-02
TXN07676,2024-06-11,2024-06
TXN07677,2024-04-06,2024-04
TXN07678,2024-04-16,2024-04
TXN07679,2024-05-06,2024-05
TXN07680,2024-05-03,2024-05
TXN07681,2024-04-23,2024-04
TXN07682,2024-06-29,2024-06
TXN07683,2024-11-14,2024-11
TXN07684,2024-11-24,2024-11
TXN07685,2024-04-27,2024-04
TXN07686,2024-04-28,2024-04
TXN07687,2024-02-24,2024-02
TXN07688,2024-09-06,2024-09
TXN07689,2024-10-06,2024-10
TXN07690,2024-11-07,2024-11
TXN07691,2024-10-07,2024-10
TXN07692,2024-02-15,2024-02
TXN07693,2024-02-03,2024-02
TXN07694,2024-07-10,2024-07
TXN07695,2024-07-14,2024-07
TXN07696,2024-07-04,2024-07
TXN07697,2024-08-21,2024-08
TXN07698,2024-08-07,2024-08
TXN07699,2024-12-08,2024-12
TXN07700,2024-05-11,2024-05
TXN07701,2024-04-12,2024-04
TXN07702,2024-09-28,2024-09
TXN07703,2024-04-03,2024-04
TXN07704,2024-08-01,2024-08
TXN07705,2024-07-09,2024-07
TXN07706,2024-11-11,2024-11
TXN07707,2024-05-16,2024-05
TXN07708,2024-08-20,2024-08
TXN07709,2024-09-27,2024-09
TXN07710,2024-12-15,2024-12
TXN07711,2024-09-21,2024-09
TXN07712,2024-05-03,2024-05
TXN07713,2024-08-14,2024-08
TXN07714,2024-11-26,2024-11
TXN07715,2024-03-28,2024-03
TXN07716,2024-01-31,2024-01
TXN07717,2024-04-20,2024-04
TXN07718,2024-08-27,2024-08
TXN07719,2024-05-23,2024-05
TXN07720,2024-10-17,2024-10
TXN07721,2024-07-31,2024-07
TXN07722,2024-10-13,2024-10
TXN07723,2024-11-12,2024-11
TXN07724,2024-12-19,2024-12
TXN07725,2024-02-13,2024-02
TXN07726,2024-08-15,2024-08
TXN07727,2024-07-20,2024-07
TXN07728,2024-04-19,2024-04
TXN07729,2024-04-23,2024-04
TXN07730,2024-05-29,2024-05
TXN07731,2024-07-10,2024-07
TXN07732,2024-09-16,2024-09
TXN07733,2024-05-05,2024-05
TXN07734,2024-12-19,2024-12
TXN07735,2024-10-23,2024-10
TXN07736,2024-07-25,2024-07
TXN07737,2024-12-22,2024-12
TXN07738,2024-04-14,2024-04
TXN07739,2024-05-06,2024-05
TXN07740,2024-09-17,2024-09
TXN07741,2024-06-04,2024-06
TXN07742,2024-09-08,2024-09
TXN07743,2024-09-22,2024-09
TXN07744,2024-08-30,2024-08
TXN07745,2024-05-04,2024-05
TXN07746,2025-01-03,2025-01
TXN07747,2024-02-09,2024-02
TXN07748,2024-01-11,2024-01
TXN07749,2024-10-14,2024-10
TXN07750,2024-02-24,2024-02
TXN07751,2024-11-13,2024-11
TXN07752,2024-10-11,2024-10
TXN07753,2024-07-17,2024-07
TXN07754,2024-10-26,2024-10
TXN07755,2024-10-18,2024-10
TXN07756,2024-10-26,2024-10
TXN07757,2024-03-07,2024-03
TXN07758,2024-07-15,2024-07
TXN07759,2024-01-22,2024-01
TXN07760,2024-01-23,2024-01
TXN07761,2024-10-24,2024-10
TXN07762,2024-07-18,2024-07
TXN07763,2024-10-18,2024-10
TXN07764,2024-11-26,2024-11
TXN07765,2024-02-26,2024-02
TXN07766,2024-10-05,2024-10
TXN07767,2024-03-30,2024-03
TXN07768,2025-01-05,2025-01
TXN07769,2024-06-09,2024-06
TXN07770,2024-03-28,2024-03
TXN07771,2024-07-03,2024-07
TXN07772,2024-02-08,2024-02
TXN07773,2024-08-07,2024-08
TXN07774,2024-06-10,2024-06
TXN07775,2024-07-21,2024-07
TXN07776,2024-11-08,2024-11
TXN07777,2024-06-08,2024-06
TXN07778,2024-05-17,2024-05
TXN07779,2024-07-03,2024-07
TXN07780,2024-12-17,2024-12
TXN07781,2024-03-27,2024-03
TXN07782,2024-08-04,2024-08
TXN07783,2024-08-12,2024-08
TXN07784,2024-02-08,2024-02
TXN07785,2024-02-25,2024-02
TXN07786,2024-08-03,2024-08
TXN07787,2024-04-22,2024-04
TXN07788,2024-10-02,2024-10
TXN07789,2024-02-19,2024-02
TXN07790,2024-12-21,2024-12
TXN07791,2024-09-30,2024-09
TXN07792,2024-11-22,2024-11
TXN07793,2024-05-14,2024-05
TXN07794,2024-08-07,2024-08
TXN07795,2024-01-14,2024-01
TXN07796,2024-05-17,2024-05
TXN07797,2024-12-15,2024-12
TXN07798,2024-10-27,2024-10
TXN07799,2024-04-24,2024-04
TXN07800,2024-10-28,2024-10
TXN07801,2024-02-27,2024-02
TXN07802,2024-10-10,2024-10
TXN07803,2024-04-16,2024-04
TXN07804,2024-06-19,2024-06
TXN07805,2024-09-07,2024-09
TXN07806,2024-04-12,2024-04
TXN07807,2024-09-25,2024-09
TXN07808,2025-01-05,2025-01
TXN07809,2024-05-18,2024-05
TXN07810,2024-09-07,2024-09
TXN07811,2024-01-09,2024-01
TXN07812,2024-02-29,2024-02
TXN07813,2024-10-08,2024-10
TXN07814,2024-10-18,2024-10
TXN07815,2024-11-12,2024-11
TXN07816,2024-08-16,2024-08
TXN07817,2024-08-05,2024-08
TXN07818,2024-12-03,2024-12
TXN07819,2024-01-26,2024-01
TXN07820,2024-01-23,2024-01
TXN07821,2024-10-16,2024-10
TXN07822,2024-02-03,2024-02
TXN07823,2024-05-19,2024-05
TXN07824,2024-06-01,2024-06
TXN07825,2024-11-12,2024-11
TXN07826,2024-03-28,2024-03
TXN07827,2024-06-05,2024-06
TXN07828,2024-12-04,2024-12
TXN07829,2024-01-18,2024-01
TXN07830,2024-09-20,2024-09
TXN07831,2024-10-27,2024-10
TXN07832,2024-09-28,2024-09
TXN07833,2024-11-16,2024-11
TXN07834,2024-10-05,2024-10
TXN07835,2024-12-03,2024-12
TXN07836,2024-04-17,2024-04
TXN07837,2024-09-21,2024-09
TXN07838,2024-10-28,2024-10
TXN07839,2024-11-11,2024-11
TXN07840,2024-08-20,2024-08
TXN07841,2024-02-26,2024-02
TXN07842,2024-09-11,2024-09
TXN07843,2024-10-03,2024-10
TXN07844,2024-06-21,2024-06
TXN07845,2024-12-28,2024-12
TXN07846,2024-06-26,2024-06
TXN07847,2024-06-27,2024-06
TXN07848,2024-07-21,2024-07
TXN07849,2024-07-14,2024-07
TXN07850,2024-08-02,2024-08
TXN07851,2024-01-31,2024-01
TXN07852,2025-01-05,2025-01
TXN07853,2024-12-25,2024-12
TXN07854,2024-02-19,2024-02
TXN07855,2024-10-16,2024-10
TXN07856,2024-10-07,2024-10
TXN07857,2024-03-17,2024-03
TXN07858,2024-03-23,2024-03
TXN07859,2024-04-24,2024-04
TXN07860,2024-11-02,2024-11
TXN07861,2024-03-24,2024-03
TXN07862,2024-05-19,2024-05
TXN07863,2024-04-15,2024-04
TXN07864,2024-03-09,2024-03
TXN07865,2024-04-22,2024-04
TXN07866,2024-03-26,2024-03
TXN07867,2024-10-07,2024-10
TXN07868,2024-06-29,2024-06
TXN07869,2024-02-07,2024-02
TXN07870,2024-08-07,2024-08
TXN07871,2024-02-10,2024-02
TXN07872,2024-08-22,2024-08
TXN07873,2024-05-02,2024-05
TXN07874,2024-12-18,2024-12
TXN07875,2024-06-14,2024-06
TXN07876,2024-07-26,2024-07
TXN07877,2024-06-16,2024-06
TXN07878,2024-07-21,2024-07
TXN07879,2024-11-15,2024-11
TXN07880,2024-12-05,2024-12
TXN07881,2024-06-24,2024-06
TXN07882,2024-01-15,2024-01
TXN07883,2024-07-09,2024-07
TXN07884,2024-12-01,2024-12
TXN07885,2024-12-16,2024-12
TXN07886,2024-03-02,2024-03
TXN07887,2024-08-18,2024-08
TXN07888,2024-06-14,2024-06
TXN07889,2024-04-04,2024-04
TXN07890,2024-11-17,2024-11
TXN07891,2024-08-12,2024-08
TXN07892,2024-11-27,2024-11
TXN07893,2024-05-07,2024-05
TXN07894,2024-12-27,2024-12
TXN07895,2024-05-15,2024-05
TXN07896,2024-03-07,2024-03
TXN07897,2024-12-25,2024-12
TXN07898,2024-07-04,2024-07
TXN07899,2024-10-30,2024-10
TXN07900,2024-01-29,2024-01
TXN07901,2024-01-17,2024-01
TXN07902,2024-08-29,2024-08
TXN07903,2024-12-26,2024-12
TXN07904,2024-11-13,2024-11
TXN07905,2024-11-14,2024-11
TXN07906,2024-02-13,2024-02
TXN07907,2024-01-21,2024-01
TXN07908,2024-09-09,2024-09
TXN07909,2024-10-27,2024-10
TXN07910,2024-04-10,2024-04
TXN07911,2024-08-15,2024-08
TXN07912,2024-07-07,2024-07
TXN07913,2024-07-21,2024-07
TXN07914,2024-09-03,2024-09
TXN07915,2024-11-25,2024-11
TXN07916,2024-10-23,2024-10
TXN07917,2024-12-29,2024-12
TXN07918,2024-01-17,2024-01
TXN07919,2024-09-21,2024-09
TXN07920,2024-07-15,2024-07
TXN07921,2024-08-28,2024-08
TXN07922,2024-08-05,2024-08
TXN07923,2024-06-22,2024-06
TXN07924,2024-10-20,2024-10
TXN07925,2024-05-27,2024-05
TXN07926,2024-07-17,2024-07
TXN07927,2024-07-23,2024-07
TXN07928,2024-05-22,2024-05
TXN07929,2024-10-16,2024-10
TXN07930,2024-03-01,2024-03
TXN07931,2024-02-23,2024-02
TXN07932,2024-07-20,2024-07
TXN07933,2024-07-25,2024-07
TXN07934,2024-04-03,2024-04
TXN07935,2024-02-07,2024-02
TXN07936,2024-05-21,2024-05
TXN07937,2024-03-23,2024-03
TXN07938,2024-10-22,2024-10
TXN07939,2024-01-27,2024-01
TXN07940,2024-08-14,2024-08
TXN07941,2024-01-21,2024-01
TXN07942,2024-05-02,2024-05
TXN07943,2024-02-06,2024-02
TXN07944,2024-02-18,2024-02
TXN07945,2024-06-28,2024-06
TXN07946,2024-02-01,2024-02
TXN07947,2024-05-01,2024-05
TXN07948,2024-08-05,2024-08
TXN07949,2024-09-22,2024-09
TXN07950,2024-05-04,2024-05
TXN07951,2024-01-08,2024-01
TXN07952,2024-08-16,2024-08
TXN07953,2024-11-14,2024-11
TXN07954,2024-07-26,2024-07
TXN07955,2024-08-30,2024-08
TXN07956,2024-05-04,2024-05
TXN07957,2024-01-18,2024-01
TXN07958,2024-07-24,2024-07
TXN07959,2024-09-14,2024-09
TXN07960,2024-07-06,2024-07
TXN07961,2024-11-04,2024-11
TXN07962,2024-06-24,2024-06
TXN07963,2024-01-21,2024-01
TXN07964,2024-06-17,2024-06
TXN07965,2024-12-04,2024-12
TXN07966,2024-10-31,2024-10
TXN07967,2024-11-22,2024-11
TXN07968,2024-10-14,2024-10
TXN07969,2024-11-18,2024-11
TXN07970,2024-07-01,2024-07
TXN07971,2024-01-18,2024-01
TXN07972,2024-09-03,2024-09
TXN07973,2024-04-19,2024-04
TXN07974,2024-05-26,2024-05
TXN07975,2024-05-15,2024-05
TXN07976,2024-04-28,2024-04
TXN07977,2024-02-17,2024-02
TXN07978,2024-03-17,2024-03
TXN07979,2024-04-09,2024-04
TXN07980,2024-02-26,2024-02
TXN07981,2024-05-27,2024-05
TXN07982,2024-07-22,2024-07
TXN07983,2024-05-02,2024-05
TXN07984,2024-03-22,2024-03
TXN07985,2024-08-20,2024-08
TXN07986,2025-01-04,2025-01
TXN07987,2024-07-05,2024-07
TXN07988,2024-11-05,2024-11
TXN07989,2024-11-20,2024-11
TXN07990,2024-05-31,2024-05
TXN07991,2024-02-11,2024-02
TXN07992,2024-08-05,2024-08
TXN07993,2024-03-24,2024-03
TXN07994,2024-09-10,2024-09
TXN07995,2024-03-08,2024-03
TXN07996,2024-05-11,2024-05
TXN07997,2024-04-27,2024-04
TXN07998,2024-09-06,2024-09
TXN07999,2024-03-16,2024-03
TXN08000,2024-09-19,2024-09
TXN08001,2024-06-06,2024-06
TXN08002,2024-02-04,2024-02
TXN08003,2024-04-12,2024-04
TXN08004,2024-06-15,2024-06
TXN08005,2024-02-08,2024-02
TXN08006,2024-07-03,2024-07
TXN08007,2024-12-02,2024-12
TXN08008,2024-11-14,2024-11
TXN08009,2024-01-28,2024-01
TXN08010,2024-08-25,2024-08
TXN08011,2024-01-08,2024-01
TXN08012,2024-02-16,2024-02
TXN08013,2024-03-05,2024-03
TXN08014,2024-05-18,2024-05
TXN08015,2024-10-06,2024-10
TXN08016,2024-01-25,2024-01
TXN08017,2024-10-11,2024-10
TXN08018,2024-07-24,2024-07
TXN08019,2024-11-04,2024-11
TXN08020,2024-01-18,2024-01
TXN08021,2024-12-14,2024-12
TXN08022,2024-11-02,2024-11
TXN08023,2024-01-30,2024-01
TXN08024,2024-09-26,2024-09
TXN08025,2025-01-05,2025-01
TXN08026,2024-11-24,2024-11
TXN08027,2024-09-16,2024-09
TXN08028,2024-01-27,2024-01
TXN08029,2024-08-03,2024-08
TXN08030,2024-04-11,2024-04
